fecha,estado,casos
2020-02-29,MORELOS,0
2020-03-01,MORELOS,0
2020-03-02,MORELOS,0
2020-03-03,MORELOS,0
2020-03-04,MORELOS,0
2020-03-05,MORELOS,0
2020-03-06,MORELOS,0
2020-03-07,MORELOS,0
2020-03-08,MORELOS,0
2020-03-09,MORELOS,1
2020-03-10,MORELOS,0
2020-03-11,MORELOS,0
2020-03-12,MORELOS,0
2020-03-13,MORELOS,0
2020-03-14,MORELOS,1
2020-03-15,MORELOS,0
2020-03-16,MORELOS,0
2020-03-17,MORELOS,1
2020-03-18,MORELOS,1
2020-03-19,MORELOS,0
2020-03-20,MORELOS,1
2020-03-21,MORELOS,1
2020-03-22,MORELOS,0
2020-03-23,MORELOS,2
2020-03-24,MORELOS,3
2020-03-25,MORELOS,0
2020-03-26,MORELOS,0
2020-03-27,MORELOS,0
2020-03-28,MORELOS,3
2020-03-29,MORELOS,1
2020-03-30,MORELOS,1
2020-03-31,MORELOS,1
2020-04-01,MORELOS,3
2020-04-02,MORELOS,8
2020-04-03,MORELOS,1
2020-04-04,MORELOS,3
2020-04-05,MORELOS,3
2020-04-06,MORELOS,8
2020-04-07,MORELOS,6
2020-04-08,MORELOS,6
2020-04-09,MORELOS,7
2020-04-10,MORELOS,3
2020-04-11,MORELOS,2
2020-04-12,MORELOS,4
2020-04-13,MORELOS,9
2020-04-14,MORELOS,10
2020-04-15,MORELOS,10
2020-04-16,MORELOS,8
2020-04-17,MORELOS,11
2020-04-18,MORELOS,9
2020-04-19,MORELOS,18
2020-04-20,MORELOS,27
2020-04-21,MORELOS,18
2020-04-22,MORELOS,28
2020-04-23,MORELOS,28
2020-04-24,MORELOS,27
2020-04-25,MORELOS,13
2020-04-26,MORELOS,26
2020-04-27,MORELOS,44
2020-04-28,MORELOS,25
2020-04-29,MORELOS,39
2020-04-30,MORELOS,33
2020-05-01,MORELOS,24
2020-05-02,MORELOS,24
2020-05-03,MORELOS,41
2020-05-04,MORELOS,40
2020-05-05,MORELOS,37
2020-05-06,MORELOS,47
2020-05-07,MORELOS,46
2020-05-08,MORELOS,30
2020-05-09,MORELOS,18
2020-05-10,MORELOS,20
2020-05-11,MORELOS,39
2020-05-12,MORELOS,38
2020-05-13,MORELOS,37
2020-05-14,MORELOS,25
2020-05-15,MORELOS,35
2020-05-16,MORELOS,11
2020-05-17,MORELOS,16
2020-05-18,MORELOS,37
2020-05-19,MORELOS,45
2020-05-20,MORELOS,34
2020-05-21,MORELOS,42
2020-05-22,MORELOS,44
2020-05-23,MORELOS,18
2020-05-24,MORELOS,16
2020-05-25,MORELOS,44
2020-05-26,MORELOS,53
2020-05-27,MORELOS,26
2020-05-28,MORELOS,42
2020-05-29,MORELOS,25
2020-05-30,MORELOS,15
2020-05-31,MORELOS,14
2020-06-01,MORELOS,34
2020-06-02,MORELOS,20
2020-06-03,MORELOS,0
2020-06-04,MORELOS,0
2020-02-28,NAYARIT,0
2020-02-29,NAYARIT,0
2020-03-01,NAYARIT,0
2020-03-02,NAYARIT,0
2020-03-03,NAYARIT,0
2020-03-04,NAYARIT,0
2020-03-05,NAYARIT,0
2020-03-06,NAYARIT,0
2020-03-07,NAYARIT,0
2020-03-08,NAYARIT,0
2020-03-09,NAYARIT,0
2020-03-10,NAYARIT,0
2020-03-11,NAYARIT,0
2020-03-12,NAYARIT,0
2020-03-13,NAYARIT,0
2020-03-14,NAYARIT,0
2020-03-15,NAYARIT,0
2020-03-16,NAYARIT,0
2020-03-17,NAYARIT,0
2020-03-18,NAYARIT,1
2020-03-19,NAYARIT,1
2020-03-20,NAYARIT,0
2020-03-21,NAYARIT,0
2020-03-22,NAYARIT,0
2020-03-23,NAYARIT,2
2020-03-24,NAYARIT,3
2020-03-25,NAYARIT,0
2020-03-26,NAYARIT,0
2020-03-27,NAYARIT,0
2020-03-28,NAYARIT,1
2020-03-29,NAYARIT,0
2020-03-30,NAYARIT,0
2020-03-31,NAYARIT,2
2020-04-01,NAYARIT,0
2020-04-02,NAYARIT,0
2020-04-03,NAYARIT,1
2020-04-04,NAYARIT,4
2020-04-05,NAYARIT,2
2020-04-06,NAYARIT,2
2020-04-07,NAYARIT,2
2020-04-08,NAYARIT,2
2020-04-09,NAYARIT,2
2020-04-10,NAYARIT,0
2020-04-11,NAYARIT,2
2020-04-12,NAYARIT,4
2020-04-13,NAYARIT,4
2020-04-14,NAYARIT,2
2020-04-15,NAYARIT,2
2020-04-16,NAYARIT,3
2020-04-17,NAYARIT,4
2020-04-18,NAYARIT,3
2020-04-19,NAYARIT,2
2020-04-20,NAYARIT,1
2020-04-21,NAYARIT,4
2020-04-22,NAYARIT,4
2020-04-23,NAYARIT,6
2020-04-24,NAYARIT,4
2020-04-25,NAYARIT,3
2020-04-26,NAYARIT,6
2020-04-27,NAYARIT,11
2020-04-28,NAYARIT,13
2020-04-29,NAYARIT,5
2020-04-30,NAYARIT,13
2020-05-01,NAYARIT,7
2020-05-02,NAYARIT,15
2020-05-03,NAYARIT,15
2020-05-04,NAYARIT,15
2020-05-05,NAYARIT,24
2020-05-06,NAYARIT,17
2020-05-07,NAYARIT,15
2020-05-08,NAYARIT,6
2020-05-09,NAYARIT,7
2020-05-10,NAYARIT,9
2020-05-11,NAYARIT,20
2020-05-12,NAYARIT,19
2020-05-13,NAYARIT,15
2020-05-14,NAYARIT,18
2020-05-15,NAYARIT,17
2020-05-16,NAYARIT,3
2020-05-17,NAYARIT,6
2020-05-18,NAYARIT,18
2020-05-19,NAYARIT,24
2020-05-20,NAYARIT,17
2020-05-21,NAYARIT,19
2020-05-22,NAYARIT,26
2020-05-23,NAYARIT,12
2020-05-24,NAYARIT,8
2020-05-25,NAYARIT,21
2020-05-26,NAYARIT,30
2020-05-27,NAYARIT,32
2020-05-28,NAYARIT,33
2020-05-29,NAYARIT,27
2020-05-30,NAYARIT,21
2020-05-31,NAYARIT,10
2020-06-01,NAYARIT,20
2020-06-02,NAYARIT,28
2020-06-03,NAYARIT,0
2020-06-04,NAYARIT,0
2020-02-28,NUEVO LEON,0
2020-02-29,NUEVO LEON,0
2020-03-01,NUEVO LEON,0
2020-03-02,NUEVO LEON,0
2020-03-03,NUEVO LEON,0
2020-03-04,NUEVO LEON,0
2020-03-05,NUEVO LEON,0
2020-03-06,NUEVO LEON,0
2020-03-07,NUEVO LEON,0
2020-03-08,NUEVO LEON,0
2020-03-09,NUEVO LEON,0
2020-03-10,NUEVO LEON,2
2020-03-11,NUEVO LEON,4
2020-03-12,NUEVO LEON,0
2020-03-13,NUEVO LEON,5
2020-03-14,NUEVO LEON,6
2020-03-15,NUEVO LEON,0
2020-03-16,NUEVO LEON,6
2020-03-17,NUEVO LEON,6
2020-03-18,NUEVO LEON,9
2020-03-19,NUEVO LEON,4
2020-03-20,NUEVO LEON,12
2020-03-21,NUEVO LEON,4
2020-03-22,NUEVO LEON,4
2020-03-23,NUEVO LEON,5
2020-03-24,NUEVO LEON,5
2020-03-25,NUEVO LEON,0
2020-03-26,NUEVO LEON,1
2020-03-27,NUEVO LEON,8
2020-03-28,NUEVO LEON,2
2020-03-29,NUEVO LEON,3
2020-03-30,NUEVO LEON,4
2020-03-31,NUEVO LEON,0
2020-04-01,NUEVO LEON,0
2020-04-02,NUEVO LEON,5
2020-04-03,NUEVO LEON,2
2020-04-04,NUEVO LEON,3
2020-04-05,NUEVO LEON,1
2020-04-06,NUEVO LEON,10
2020-04-07,NUEVO LEON,7
2020-04-08,NUEVO LEON,9
2020-04-09,NUEVO LEON,1
2020-04-10,NUEVO LEON,21
2020-04-11,NUEVO LEON,8
2020-04-12,NUEVO LEON,15
2020-04-13,NUEVO LEON,20
2020-04-14,NUEVO LEON,18
2020-04-15,NUEVO LEON,6
2020-04-16,NUEVO LEON,12
2020-04-17,NUEVO LEON,9
2020-04-18,NUEVO LEON,6
2020-04-19,NUEVO LEON,2
2020-04-20,NUEVO LEON,11
2020-04-21,NUEVO LEON,17
2020-04-22,NUEVO LEON,16
2020-04-23,NUEVO LEON,6
2020-04-24,NUEVO LEON,6
2020-04-25,NUEVO LEON,5
2020-04-26,NUEVO LEON,8
2020-04-27,NUEVO LEON,20
2020-04-28,NUEVO LEON,27
2020-04-29,NUEVO LEON,23
2020-04-30,NUEVO LEON,27
2020-05-01,NUEVO LEON,26
2020-05-02,NUEVO LEON,22
2020-05-03,NUEVO LEON,10
2020-05-04,NUEVO LEON,40
2020-05-05,NUEVO LEON,63
2020-05-06,NUEVO LEON,26
2020-05-07,NUEVO LEON,22
2020-05-08,NUEVO LEON,28
2020-05-09,NUEVO LEON,27
2020-05-10,NUEVO LEON,21
2020-05-11,NUEVO LEON,45
2020-05-12,NUEVO LEON,36
2020-05-13,NUEVO LEON,66
2020-05-14,NUEVO LEON,38
2020-05-15,NUEVO LEON,72
2020-05-16,NUEVO LEON,28
2020-05-17,NUEVO LEON,8
2020-05-18,NUEVO LEON,42
2020-05-19,NUEVO LEON,38
2020-05-20,NUEVO LEON,63
2020-05-21,NUEVO LEON,33
2020-05-22,NUEVO LEON,46
2020-05-23,NUEVO LEON,30
2020-05-24,NUEVO LEON,24
2020-05-25,NUEVO LEON,59
2020-05-26,NUEVO LEON,103
2020-05-27,NUEVO LEON,68
2020-05-28,NUEVO LEON,57
2020-05-29,NUEVO LEON,59
2020-05-30,NUEVO LEON,27
2020-05-31,NUEVO LEON,11
2020-06-01,NUEVO LEON,17
2020-06-02,NUEVO LEON,41
2020-06-03,NUEVO LEON,16
2020-06-04,NUEVO LEON,1
2020-02-28,OAXACA,0
2020-02-29,OAXACA,0
2020-03-01,OAXACA,0
2020-03-02,OAXACA,0
2020-03-03,OAXACA,0
2020-03-04,OAXACA,0
2020-03-05,OAXACA,0
2020-03-06,OAXACA,0
2020-03-07,OAXACA,0
2020-03-08,OAXACA,0
2020-03-09,OAXACA,0
2020-03-10,OAXACA,0
2020-03-11,OAXACA,0
2020-03-12,OAXACA,0
2020-03-13,OAXACA,2
2020-03-14,OAXACA,0
2020-03-15,OAXACA,0
2020-03-16,OAXACA,0
2020-03-17,OAXACA,0
2020-03-18,OAXACA,0
2020-03-19,OAXACA,1
2020-03-20,OAXACA,1
2020-03-21,OAXACA,1
2020-03-22,OAXACA,1
2020-03-23,OAXACA,2
2020-03-24,OAXACA,1
2020-03-25,OAXACA,3
2020-03-26,OAXACA,3
2020-03-27,OAXACA,1
2020-03-28,OAXACA,1
2020-03-29,OAXACA,2
2020-03-30,OAXACA,2
2020-03-31,OAXACA,6
2020-04-01,OAXACA,1
2020-04-02,OAXACA,0
2020-04-03,OAXACA,3
2020-04-04,OAXACA,2
2020-04-05,OAXACA,2
2020-04-06,OAXACA,5
2020-04-07,OAXACA,0
2020-04-08,OAXACA,5
2020-04-09,OAXACA,1
2020-04-10,OAXACA,2
2020-04-11,OAXACA,1
2020-04-12,OAXACA,2
2020-04-13,OAXACA,5
2020-04-14,OAXACA,4
2020-04-15,OAXACA,7
2020-04-16,OAXACA,5
2020-04-17,OAXACA,8
2020-04-18,OAXACA,6
2020-04-19,OAXACA,3
2020-04-20,OAXACA,6
2020-04-21,OAXACA,4
2020-04-22,OAXACA,10
2020-04-23,OAXACA,8
2020-04-24,OAXACA,15
2020-04-25,OAXACA,7
2020-04-26,OAXACA,13
2020-04-27,OAXACA,9
2020-04-28,OAXACA,17
2020-04-29,OAXACA,12
2020-04-30,OAXACA,12
2020-05-01,OAXACA,15
2020-05-02,OAXACA,6
2020-05-03,OAXACA,15
2020-05-04,OAXACA,24
2020-05-05,OAXACA,33
2020-05-06,OAXACA,23
2020-05-07,OAXACA,23
2020-05-08,OAXACA,21
2020-05-09,OAXACA,16
2020-05-10,OAXACA,28
2020-05-11,OAXACA,53
2020-05-12,OAXACA,67
2020-05-13,OAXACA,69
2020-05-14,OAXACA,67
2020-05-15,OAXACA,79
2020-05-16,OAXACA,64
2020-05-17,OAXACA,17
2020-05-18,OAXACA,123
2020-05-19,OAXACA,69
2020-05-20,OAXACA,67
2020-05-21,OAXACA,93
2020-05-22,OAXACA,75
2020-05-23,OAXACA,82
2020-05-24,OAXACA,33
2020-05-25,OAXACA,98
2020-05-26,OAXACA,73
2020-05-27,OAXACA,61
2020-05-28,OAXACA,65
2020-05-29,OAXACA,61
2020-05-30,OAXACA,43
2020-05-31,OAXACA,32
2020-06-01,OAXACA,52
2020-06-02,OAXACA,33
2020-06-03,OAXACA,1
2020-06-04,OAXACA,0
2020-02-28,PUEBLA,0
2020-02-29,PUEBLA,0
2020-03-01,PUEBLA,0
2020-03-02,PUEBLA,0
2020-03-03,PUEBLA,0
2020-03-04,PUEBLA,0
2020-03-05,PUEBLA,0
2020-03-06,PUEBLA,0
2020-03-07,PUEBLA,0
2020-03-08,PUEBLA,0
2020-03-09,PUEBLA,0
2020-03-10,PUEBLA,0
2020-03-11,PUEBLA,1
2020-03-12,PUEBLA,1
2020-03-13,PUEBLA,4
2020-03-14,PUEBLA,2
2020-03-15,PUEBLA,3
2020-03-16,PUEBLA,2
2020-03-17,PUEBLA,3
2020-03-18,PUEBLA,3
2020-03-19,PUEBLA,5
2020-03-20,PUEBLA,5
2020-03-21,PUEBLA,4
2020-03-22,PUEBLA,2
2020-03-23,PUEBLA,8
2020-03-24,PUEBLA,15
2020-03-25,PUEBLA,6
2020-03-26,PUEBLA,14
2020-03-27,PUEBLA,9
2020-03-28,PUEBLA,13
2020-03-29,PUEBLA,4
2020-03-30,PUEBLA,14
2020-03-31,PUEBLA,21
2020-04-01,PUEBLA,13
2020-04-02,PUEBLA,18
2020-04-03,PUEBLA,13
2020-04-04,PUEBLA,10
2020-04-05,PUEBLA,6
2020-04-06,PUEBLA,22
2020-04-07,PUEBLA,12
2020-04-08,PUEBLA,20
2020-04-09,PUEBLA,11
2020-04-10,PUEBLA,8
2020-04-11,PUEBLA,14
2020-04-12,PUEBLA,4
2020-04-13,PUEBLA,21
2020-04-14,PUEBLA,14
2020-04-15,PUEBLA,24
2020-04-16,PUEBLA,19
2020-04-17,PUEBLA,29
2020-04-18,PUEBLA,23
2020-04-19,PUEBLA,17
2020-04-20,PUEBLA,28
2020-04-21,PUEBLA,21
2020-04-22,PUEBLA,27
2020-04-23,PUEBLA,30
2020-04-24,PUEBLA,37
2020-04-25,PUEBLA,39
2020-04-26,PUEBLA,23
2020-04-27,PUEBLA,32
2020-04-28,PUEBLA,42
2020-04-29,PUEBLA,43
2020-04-30,PUEBLA,44
2020-05-01,PUEBLA,32
2020-05-02,PUEBLA,41
2020-05-03,PUEBLA,28
2020-05-04,PUEBLA,48
2020-05-05,PUEBLA,30
2020-05-06,PUEBLA,42
2020-05-07,PUEBLA,59
2020-05-08,PUEBLA,42
2020-05-09,PUEBLA,44
2020-05-10,PUEBLA,32
2020-05-11,PUEBLA,72
2020-05-12,PUEBLA,66
2020-05-13,PUEBLA,83
2020-05-14,PUEBLA,94
2020-05-15,PUEBLA,96
2020-05-16,PUEBLA,68
2020-05-17,PUEBLA,64
2020-05-18,PUEBLA,122
2020-05-19,PUEBLA,123
2020-05-20,PUEBLA,116
2020-05-21,PUEBLA,134
2020-05-22,PUEBLA,155
2020-05-23,PUEBLA,121
2020-05-24,PUEBLA,73
2020-05-25,PUEBLA,155
2020-05-26,PUEBLA,132
2020-05-27,PUEBLA,173
2020-05-28,PUEBLA,120
2020-05-29,PUEBLA,97
2020-05-30,PUEBLA,73
2020-05-31,PUEBLA,38
2020-06-01,PUEBLA,129
2020-06-02,PUEBLA,79
2020-06-03,PUEBLA,27
2020-06-04,PUEBLA,0
2020-02-28,QUERETARO,0
2020-02-29,QUERETARO,0
2020-03-01,QUERETARO,0
2020-03-02,QUERETARO,0
2020-03-03,QUERETARO,0
2020-03-04,QUERETARO,0
2020-03-05,QUERETARO,0
2020-03-06,QUERETARO,0
2020-03-07,QUERETARO,0
2020-03-08,QUERETARO,0
2020-03-09,QUERETARO,0
2020-03-10,QUERETARO,2
2020-03-11,QUERETARO,1
2020-03-12,QUERETARO,1
2020-03-13,QUERETARO,2
2020-03-14,QUERETARO,1
2020-03-15,QUERETARO,0
2020-03-16,QUERETARO,0
2020-03-17,QUERETARO,2
2020-03-18,QUERETARO,2
2020-03-19,QUERETARO,3
2020-03-20,QUERETARO,0
2020-03-21,QUERETARO,1
2020-03-22,QUERETARO,0
2020-03-23,QUERETARO,3
2020-03-24,QUERETARO,4
2020-03-25,QUERETARO,2
2020-03-26,QUERETARO,1
2020-03-27,QUERETARO,4
2020-03-28,QUERETARO,2
2020-03-29,QUERETARO,1
2020-03-30,QUERETARO,1
2020-03-31,QUERETARO,4
2020-04-01,QUERETARO,3
2020-04-02,QUERETARO,1
2020-04-03,QUERETARO,4
2020-04-04,QUERETARO,1
2020-04-05,QUERETARO,0
2020-04-06,QUERETARO,4
2020-04-07,QUERETARO,5
2020-04-08,QUERETARO,3
2020-04-09,QUERETARO,3
2020-04-10,QUERETARO,2
2020-04-11,QUERETARO,3
2020-04-12,QUERETARO,1
2020-04-13,QUERETARO,8
2020-04-14,QUERETARO,8
2020-04-15,QUERETARO,2
2020-04-16,QUERETARO,6
2020-04-17,QUERETARO,5
2020-04-18,QUERETARO,2
2020-04-19,QUERETARO,2
2020-04-20,QUERETARO,6
2020-04-21,QUERETARO,2
2020-04-22,QUERETARO,7
2020-04-23,QUERETARO,9
2020-04-24,QUERETARO,10
2020-04-25,QUERETARO,1
2020-04-26,QUERETARO,2
2020-04-27,QUERETARO,3
2020-04-28,QUERETARO,8
2020-04-29,QUERETARO,12
2020-04-30,QUERETARO,6
2020-05-01,QUERETARO,8
2020-05-02,QUERETARO,12
2020-05-03,QUERETARO,4
2020-05-04,QUERETARO,8
2020-05-05,QUERETARO,11
2020-05-06,QUERETARO,9
2020-05-07,QUERETARO,13
2020-05-08,QUERETARO,26
2020-05-09,QUERETARO,27
2020-05-10,QUERETARO,20
2020-05-11,QUERETARO,49
2020-05-12,QUERETARO,34
2020-05-13,QUERETARO,29
2020-05-14,QUERETARO,41
2020-05-15,QUERETARO,50
2020-05-16,QUERETARO,27
2020-05-17,QUERETARO,19
2020-05-18,QUERETARO,49
2020-05-19,QUERETARO,60
2020-05-20,QUERETARO,44
2020-05-21,QUERETARO,32
2020-05-22,QUERETARO,35
2020-05-23,QUERETARO,22
2020-05-24,QUERETARO,12
2020-05-25,QUERETARO,50
2020-05-26,QUERETARO,30
2020-05-27,QUERETARO,25
2020-05-28,QUERETARO,27
2020-05-29,QUERETARO,32
2020-05-30,QUERETARO,20
2020-05-31,QUERETARO,17
2020-06-01,QUERETARO,21
2020-06-02,QUERETARO,19
2020-06-03,QUERETARO,1
2020-06-04,QUERETARO,1
2020-02-28,QUINTANA ROO,0
2020-02-29,QUINTANA ROO,0
2020-03-01,QUINTANA ROO,0
2020-03-02,QUINTANA ROO,0
2020-03-03,QUINTANA ROO,0
2020-03-04,QUINTANA ROO,0
2020-03-05,QUINTANA ROO,0
2020-03-06,QUINTANA ROO,0
2020-03-07,QUINTANA ROO,0
2020-03-08,QUINTANA ROO,0
2020-03-09,QUINTANA ROO,0
2020-03-10,QUINTANA ROO,0
2020-03-11,QUINTANA ROO,2
2020-03-12,QUINTANA ROO,1
2020-03-13,QUINTANA ROO,0
2020-03-14,QUINTANA ROO,4
2020-03-15,QUINTANA ROO,0
2020-03-16,QUINTANA ROO,3
2020-03-17,QUINTANA ROO,4
2020-03-18,QUINTANA ROO,2
2020-03-19,QUINTANA ROO,5
2020-03-20,QUINTANA ROO,1
2020-03-21,QUINTANA ROO,3
2020-03-22,QUINTANA ROO,4
2020-03-23,QUINTANA ROO,4
2020-03-24,QUINTANA ROO,9
2020-03-25,QUINTANA ROO,11
2020-03-26,QUINTANA ROO,9
2020-03-27,QUINTANA ROO,7
2020-03-28,QUINTANA ROO,7
2020-03-29,QUINTANA ROO,3
2020-03-30,QUINTANA ROO,21
2020-03-31,QUINTANA ROO,14
2020-04-01,QUINTANA ROO,23
2020-04-02,QUINTANA ROO,11
2020-04-03,QUINTANA ROO,13
2020-04-04,QUINTANA ROO,9
2020-04-05,QUINTANA ROO,10
2020-04-06,QUINTANA ROO,32
2020-04-07,QUINTANA ROO,20
2020-04-08,QUINTANA ROO,26
2020-04-09,QUINTANA ROO,8
2020-04-10,QUINTANA ROO,22
2020-04-11,QUINTANA ROO,17
2020-04-12,QUINTANA ROO,22
2020-04-13,QUINTANA ROO,22
2020-04-14,QUINTANA ROO,18
2020-04-15,QUINTANA ROO,21
2020-04-16,QUINTANA ROO,32
2020-04-17,QUINTANA ROO,34
2020-04-18,QUINTANA ROO,42
2020-04-19,QUINTANA ROO,23
2020-04-20,QUINTANA ROO,43
2020-04-21,QUINTANA ROO,42
2020-04-22,QUINTANA ROO,34
2020-04-23,QUINTANA ROO,47
2020-04-24,QUINTANA ROO,23
2020-04-25,QUINTANA ROO,31
2020-04-26,QUINTANA ROO,32
2020-04-27,QUINTANA ROO,44
2020-04-28,QUINTANA ROO,42
2020-04-29,QUINTANA ROO,37
2020-04-30,QUINTANA ROO,34
2020-05-01,QUINTANA ROO,32
2020-05-02,QUINTANA ROO,69
2020-05-03,QUINTANA ROO,30
2020-05-04,QUINTANA ROO,33
2020-05-05,QUINTANA ROO,23
2020-05-06,QUINTANA ROO,41
2020-05-07,QUINTANA ROO,39
2020-05-08,QUINTANA ROO,26
2020-05-09,QUINTANA ROO,19
2020-05-10,QUINTANA ROO,22
2020-05-11,QUINTANA ROO,44
2020-05-12,QUINTANA ROO,38
2020-05-13,QUINTANA ROO,27
2020-05-14,QUINTANA ROO,41
2020-05-15,QUINTANA ROO,21
2020-05-16,QUINTANA ROO,20
2020-05-17,QUINTANA ROO,13
2020-05-18,QUINTANA ROO,45
2020-05-19,QUINTANA ROO,35
2020-05-20,QUINTANA ROO,43
2020-05-21,QUINTANA ROO,39
2020-05-22,QUINTANA ROO,44
2020-05-23,QUINTANA ROO,39
2020-05-24,QUINTANA ROO,24
2020-05-25,QUINTANA ROO,48
2020-05-26,QUINTANA ROO,32
2020-05-27,QUINTANA ROO,42
2020-05-28,QUINTANA ROO,42
2020-05-29,QUINTANA ROO,44
2020-05-30,QUINTANA ROO,24
2020-05-31,QUINTANA ROO,21
2020-06-01,QUINTANA ROO,44
2020-06-02,QUINTANA ROO,37
2020-06-03,QUINTANA ROO,3
2020-06-04,QUINTANA ROO,0
2020-02-28,SAN LUIS POTOSI,0
2020-02-29,SAN LUIS POTOSI,0
2020-03-01,SAN LUIS POTOSI,0
2020-03-02,SAN LUIS POTOSI,0
2020-03-03,SAN LUIS POTOSI,0
2020-03-04,SAN LUIS POTOSI,0
2020-03-05,SAN LUIS POTOSI,0
2020-03-06,SAN LUIS POTOSI,0
2020-03-07,SAN LUIS POTOSI,0
2020-03-08,SAN LUIS POTOSI,0
2020-03-09,SAN LUIS POTOSI,0
2020-03-10,SAN LUIS POTOSI,0
2020-03-11,SAN LUIS POTOSI,0
2020-03-12,SAN LUIS POTOSI,0
2020-03-13,SAN LUIS POTOSI,2
2020-03-14,SAN LUIS POTOSI,0
2020-03-15,SAN LUIS POTOSI,0
2020-03-16,SAN LUIS POTOSI,1
2020-03-17,SAN LUIS POTOSI,5
2020-03-18,SAN LUIS POTOSI,1
2020-03-19,SAN LUIS POTOSI,3
2020-03-20,SAN LUIS POTOSI,3
2020-03-21,SAN LUIS POTOSI,4
2020-03-22,SAN LUIS POTOSI,1
2020-03-23,SAN LUIS POTOSI,2
2020-03-24,SAN LUIS POTOSI,0
2020-03-25,SAN LUIS POTOSI,0
2020-03-26,SAN LUIS POTOSI,1
2020-03-27,SAN LUIS POTOSI,6
2020-03-28,SAN LUIS POTOSI,0
2020-03-29,SAN LUIS POTOSI,6
2020-03-30,SAN LUIS POTOSI,3
2020-03-31,SAN LUIS POTOSI,2
2020-04-01,SAN LUIS POTOSI,0
2020-04-02,SAN LUIS POTOSI,0
2020-04-03,SAN LUIS POTOSI,0
2020-04-04,SAN LUIS POTOSI,3
2020-04-05,SAN LUIS POTOSI,2
2020-04-06,SAN LUIS POTOSI,3
2020-04-07,SAN LUIS POTOSI,6
2020-04-08,SAN LUIS POTOSI,4
2020-04-09,SAN LUIS POTOSI,4
2020-04-10,SAN LUIS POTOSI,1
2020-04-11,SAN LUIS POTOSI,3
2020-04-12,SAN LUIS POTOSI,0
2020-04-13,SAN LUIS POTOSI,1
2020-04-14,SAN LUIS POTOSI,1
2020-04-15,SAN LUIS POTOSI,2
2020-04-16,SAN LUIS POTOSI,2
2020-04-17,SAN LUIS POTOSI,7
2020-04-18,SAN LUIS POTOSI,1
2020-04-19,SAN LUIS POTOSI,0
2020-04-20,SAN LUIS POTOSI,1
2020-04-21,SAN LUIS POTOSI,3
2020-04-22,SAN LUIS POTOSI,3
2020-04-23,SAN LUIS POTOSI,5
2020-04-24,SAN LUIS POTOSI,4
2020-04-25,SAN LUIS POTOSI,8
2020-04-26,SAN LUIS POTOSI,3
2020-04-27,SAN LUIS POTOSI,15
2020-04-28,SAN LUIS POTOSI,17
2020-04-29,SAN LUIS POTOSI,9
2020-04-30,SAN LUIS POTOSI,10
2020-05-01,SAN LUIS POTOSI,14
2020-05-02,SAN LUIS POTOSI,13
2020-05-03,SAN LUIS POTOSI,11
2020-05-04,SAN LUIS POTOSI,29
2020-05-05,SAN LUIS POTOSI,17
2020-05-06,SAN LUIS POTOSI,34
2020-05-07,SAN LUIS POTOSI,13
2020-05-08,SAN LUIS POTOSI,26
2020-05-09,SAN LUIS POTOSI,13
2020-05-10,SAN LUIS POTOSI,19
2020-05-11,SAN LUIS POTOSI,31
2020-05-12,SAN LUIS POTOSI,23
2020-05-13,SAN LUIS POTOSI,23
2020-05-14,SAN LUIS POTOSI,34
2020-05-15,SAN LUIS POTOSI,29
2020-05-16,SAN LUIS POTOSI,25
2020-05-17,SAN LUIS POTOSI,15
2020-05-18,SAN LUIS POTOSI,35
2020-05-19,SAN LUIS POTOSI,24
2020-05-20,SAN LUIS POTOSI,38
2020-05-21,SAN LUIS POTOSI,37
2020-05-22,SAN LUIS POTOSI,55
2020-05-23,SAN LUIS POTOSI,20
2020-05-24,SAN LUIS POTOSI,20
2020-05-25,SAN LUIS POTOSI,48
2020-05-26,SAN LUIS POTOSI,36
2020-05-27,SAN LUIS POTOSI,56
2020-05-28,SAN LUIS POTOSI,35
2020-05-29,SAN LUIS POTOSI,43
2020-05-30,SAN LUIS POTOSI,20
2020-05-31,SAN LUIS POTOSI,18
2020-06-01,SAN LUIS POTOSI,36
2020-06-02,SAN LUIS POTOSI,38
2020-06-03,SAN LUIS POTOSI,0
2020-06-04,SAN LUIS POTOSI,0
2020-02-28,SINALOA,0
2020-02-29,SINALOA,0
2020-03-01,SINALOA,0
2020-03-02,SINALOA,0
2020-03-03,SINALOA,0
2020-03-04,SINALOA,0
2020-03-05,SINALOA,0
2020-03-06,SINALOA,0
2020-03-07,SINALOA,0
2020-03-08,SINALOA,0
2020-03-09,SINALOA,0
2020-03-10,SINALOA,0
2020-03-11,SINALOA,0
2020-03-12,SINALOA,0
2020-03-13,SINALOA,1
2020-03-14,SINALOA,0
2020-03-15,SINALOA,0
2020-03-16,SINALOA,1
2020-03-17,SINALOA,1
2020-03-18,SINALOA,0
2020-03-19,SINALOA,2
2020-03-20,SINALOA,1
2020-03-21,SINALOA,0
2020-03-22,SINALOA,1
2020-03-23,SINALOA,2
2020-03-24,SINALOA,6
2020-03-25,SINALOA,8
2020-03-26,SINALOA,9
2020-03-27,SINALOA,9
2020-03-28,SINALOA,5
2020-03-29,SINALOA,6
2020-03-30,SINALOA,11
2020-03-31,SINALOA,15
2020-04-01,SINALOA,14
2020-04-02,SINALOA,28
2020-04-03,SINALOA,10
2020-04-04,SINALOA,12
2020-04-05,SINALOA,15
